57,51,9,-28,-32,-32,-32,-32,-32,-32,-32,-25,27,40,45,50,53,55,55,51,50,53,51,51,23,-5,-30,-31,-31,-29,-21,-16,-1,43,51,53,52,52,53,53,54,52,48,35,34,32,53,17,-25,-21,-2,4,12,16,19,35,47,43,47,49,51,53,53,33,34,26,22,40,39,-15,-26,-17,-10,-7,-5,-2,11,18,-4,10,23,38,46,48,33,29,24,25,24,-20,-37,-35,2,6,10,4,11,27,23,-2,-23,-8,10,29,40,25,25,20,17,-7,-28,-37,-31,12,8,4,8,19,32,35,16,-3,1,-7,4,20,4,10,16,16,-38,-40,-15,2,6,7,6,7,3,18,33,23,18,11,-21,-20,-14,-18,-9,3,17,10,15,7,35,36,35,35,35,34,19,10,19,15,8,-18,-20,-19,-5,-4,-5,-11,-20,4,-7,38,40,39,36,36,36,19,1,-3,-4,-11,-12,-16,-18,-8,-10,-20,-37,-26,-6,-8,19,18,18,15,17,11,12,-2,2,14,-2,-17,-13,-16,-15,-6,-27,-27,-24,-3,-19,9,-22,13,-27,14,-29,16,5,-11,-25,-21,-29,2,-4,-16,-17,-27,-23,-12,14,-7,36,14,29,13,26,3,13,-27,-10,-20,-25,-28,-24,-18,-30,-27,-25,-32,-14,13,-10,26,-8,28,-18,31,-27,-7,-38,-38,-33,-30,-30,-22,-27,-27,-33,-39,-30,-27,9,-13,16,-22,19,-34,22,-43,-22,-38,-35,-18,-15,-32,-34,-38,-24,-34,-27,-30,-19,20,18,22,8,23,-3,19,-19,-27,-30,-27,11,1,-18,-28,-32
1,3,22,5,-0,-0,0,0,0,-0,-0,-12,-9,-4,-2,-2,-2,-1,2,0,-1,-0,0,4,15,14,2,-0,0,-2,-4,0,-16,-8,-0,-1,2,-1,0,-0,0,-0,1,3,3,-13,2,25,5,-6,-8,-2,-3,-3,-5,-8,0,1,-0,-2,0,-1,-0,-1,-1,8,-4,-9,12,19,-5,-1,-1,-3,2,-4,-2,-0,7,-8,-5,-6,-1,-1,-1,3,0,0,0,30,0,-3,1,-6,1,5,-10,2,3,30,-1,-13,-4,-6,-3,0,1,1,19,0,16,-0,-8,2,6,-0,-4,-10,-0,-1,26,0,-11,-4,-3,-3,-1,-2,-5,38,8,-4,-10,-4,-2,1,-2,-0,-1,-10,1,10,1,-8,-0,0,-5,-1,-5,-10,5,4,1,-3,-2,1,-1,0,-1,2,6,-7,1,1,1,3,0,-1,1,-1,-0,2,-19,-1,-13,-0,0,2,1,-2,1,12,2,4,-6,16,-11,3,-0,1,1,-0,9,-25,4,-8,0,-2,4,-0,4,1,11,0,-8,2,8,-3,-4,0,-3,9,-6,5,-35,-0,-9,37,-20,28,-18,17,-14,-13,5,-5,8,-4,-7,4,-2,-7,11,2,-0,-21,-3,14,18,-4,13,-1,10,12,-4,8,-9,7,6,-5,2,-2,-2,1,-2,5,-25,-2,9,44,-36,27,-33,9,-13,6,1,-6,6,-4,-5,-1,3,2,12,-1,-2,-37,-4,6,56,-39,38,-36,20,-9,12,-10,-5,8,-8,-6,-2,-0,1,3,-10,16,-31,-9,2,23,-10,12,-6,13,2,7,-10,-7,6,3,-4,-3,-2
1,-2,-40,-6,-0,-0,-0,-0,-0,-0,-0,-5,-26,-12,-5,-1,1,0,0,-1,0,2,4,3,-24,-33,-2,-0,-0,-3,-17,-22,-17,-0,1,1,0,-0,1,1,-1,-1,4,4,6,7,-3,-34,-8,-8,1,4,2,0,3,15,5,9,5,3,1,2,0,3,4,1,-1,7,13,24,11,3,5,11,15,17,4,0,14,22,19,11,4,3,-1,-1,-0,2,4,-4,-2,-2,-10,-14,-13,-6,-2,-7,-14,-11,3,0,9,8,4,5,5,2,6,35,12,0,-5,-2,3,-4,10,-6,-0,-1,-11,-26,-11,7,16,13,14,7,1,-20,-8,2,-24,2,-0,2,-0,-3,-5,22,7,5,-2,-1,1,1,6,-0,2,7,21,9,-7,-5,-23,-23,-22,-23,-23,-23,-16,-9,6,14,18,-3,-1,-0,-9,-2,6,11,-1,11,-3,32,33,35,37,37,37,21,15,15,0,-15,-9,-1,-0,3,7,9,5,-11,-15,-10,-9,-6,-10,-5,-11,-9,-23,-26,-31,-21,-17,6,-6,-1,2,-12,6,-7,-2,-28,-4,-8,7,-7,7,-8,6,-3,16,8,14,13,0,17,-10,2,13,3,-10,-9,1,1,-0,-9,1,-8,-2,1,5,2,6,-1,2,10,4,8,8,4,-10,-4,-1,-0,1,5,4,5,5,4,0,4,6,10,19,10,4,4,2,-5,10,14,10,1,7,2,1,1,1,1,6,0,5,6,6,-13,-13,10,7,10,-2,-9,-19,-17,-16,-7,-25,-7,-24,-6,-30,-9,-34,-17,-18,-14,-2,1,-19,-8,-12
1,-0,0,3,-0,0,-0,-0,-0,-0,-0,-3,-12,-3,-0,-0,-1,-0,-0,-0,0,0,-1,-2,-6,7,1,0,0,2,9,9,-4,-1,-0,-1,-1,-0,-0,0,-1,-0,-1,2,-0,0,-2,-3,5,-2,-1,3,0,-0,3,-0,-2,-2,-1,-1,-0,-0,-1,1,-1,-0,2,0,-7,1,5,0,-5,-8,-10,-9,-2,9,10,0,-1,-2,-0,-0,0,-0,-1,-1,-0,-2,-3,-2,-7,-4,-11,-3,-1,-2,-7,-3,1,-0,2,1,-0,-1,-0,0,-5,-6,-1,0,4,-4,4,-2,2,-3,1,1,-1,0,-2,-2,-1,-2,-2,-1,0,-3,4,-1,2,-3,1,3,2,1,1,-1,-4,-5,-0,-0,1,0,2,1,2,3,-1,-8,2,-2,0,2,3,3,2,2,-1,6,6,-1,-5,1,0,0,-1,-0,-2,1,3,-9,-4,-14,-15,-16,-15,-16,-17,-14,-8,-8,11,11,1,1,0,3,2,-2,-1,10,7,8,-2,-3,-1,-5,2,-5,0,12,6,21,23,-1,2,0,3,6,-7,-7,1,-4,3,-2,4,-3,3,-3,3,-2,-5,3,-2,3,2,-8,-1,-5,5,-6,-3,-5,-1,-1,-6,-3,-5,-6,-3,-5,0,-4,3,-8,-0,-0,2,2,-3,14,7,4,-3,1,0,2,2,1,2,1,1,2,2,8,8,-1,2,3,-1,-2,3,6,2,-1,2,0,-0,-0,0,0,-2,1,4,-0,2,4,-2,-3,4,6,7,14,1,2,7,2,-8,-4,-12,0,-13,1,14,15,11,10,-4,-2,-13,5,5
0,4,-2,-6,0,0,0,-0,-0,0,0,5,-5,-2,-3,-1,0,0,-1,0,-0,-2,-0,0,16,-7,-2,-0,0,3,3,-0,-4,2,-1,0,1,-1,0,-0,0,-0,2,-2,-1,-1,3,3,-5,1,-5,1,-0,-0,-4,2,0,-3,1,1,0,0,1,-1,1,1,-2,-2,-7,9,3,-0,-0,1,-1,3,-0,2,-6,-0,-1,5,0,0,-1,-0,-0,-0,-2,-1,-0,0,0,6,4,-4,1,1,3,-8,-2,6,-4,1,0,-0,1,0,-19,0,14,0,6,-7,7,-0,-1,3,-0,0,10,0,-5,1,-2,1,1,2,3,15,-9,-2,0,-4,-2,1,0,-1,-3,1,-2,5,1,2,-0,-0,-1,-0,-1,-5,3,12,-3,2,-0,-0,-0,0,-0,-1,3,-8,-3,-0,-4,-2,0,-1,-1,-2,-2,5,-4,1,-5,-3,0,-1,-0,1,-2,2,-0,0,5,-1,-2,-0,-0,1,1,2,-5,10,-6,1,-2,1,-4,1,-4,-0,7,0,3,-3,-8,-1,5,-0,1,-4,-2,11,-0,2,-6,-10,6,-3,8,3,5,2,-5,8,-5,9,-3,-8,1,2,-1,4,1,-9,-1,2,-1,9,-2,12,-3,2,-8,-4,5,5,2,4,3,-3,4,5,0,-10,-3,-1,2,-5,-6,-7,-6,-5,-4,-5,-1,-8,6,1,-1,1,-0,2,-4,-5,4,0,5,1,0,-1,1,-1,-3,-0,2,-7,3,5,-1,-4,-0,4,-3,3,2,2,-4,-0,2,13,-17,15,-8,10,-6,-2,9,-11,-4,4,3,1,-2
-1,-1,-0,3,-0,0,-0,-0,0,0,0,11,0,-1,-0,-0,-0,-0,-0,-0,0,0,2,-2,2,-1,2,0,0,1,-0,-0,1,-4,-0,0,-0,-0,-0,1,-0,1,-1,3,-2,7,-2,-1,2,1,-1,0,-1,1,0,0,-1,2,-1,-1,0,-0,-0,0,1,2,1,-1,-6,4,3,-0,0,-0,-0,1,0,-6,4,-3,2,-0,-0,0,1,0,1,-1,-1,18,0,1,-0,-1,-1,-0,9,-2,0,1,-1,2,4,-1,-0,0,-1,-0,-7,0,8,-0,7,1,0,0,-0,6,-1,-0,1,-1,-9,2,2,-1,1,0,4,10,5,-1,-3,-5,-0,1,1,1,2,-0,-3,2,1,13,0,-0,0,0,-1,8,3,6,3,17,-2,0,-1,0,-0,-0,-11,2,-4,-2,7,1,0,0,-1,-0,-1,-2,12,0,28,-0,-1,-0,-0,1,1,-12,-0,-2,-3,-1,-11,1,0,-1,-1,2,4,10,2,13,-0,1,0,0,-1,1,-12,1,5,-4,-10,-5,1,0,2,-15,3,5,18,1,22,2,2,-5,5,-18,10,-23,1,3,4,-5,1,-20,-8,0,-9,-3,-4,12,-1,32,7,11,0,15,-11,1,-36,-6,0,6,-0,-1,0,-2,1,2,1,-2,14,0,35,-23,12,-31,23,-23,12,-9,1,3,2,-8,-1,-2,3,4,4,-4,-7,18,-2,35,-27,22,-38,26,-32,8,-14,11,18,-12,-16,-7,-3,3,-1,1,10,6,3,-7,14,-12,6,-12,15,-15,4,-1,0,22,-4,4,-19,-3,2
0,2,1,1,-0,-0,-0,-0,-0,0,-0,-5,1,0,-0,-0,0,-0,0,0,0,0,-0,0,1,1,1,-0,-0,-0,-0,-0,-2,-2,-0,-0,-0,-0,-0,-0,0,0,0,1,-0,0,-0,3,1,-0,-1,0,1,-0,-0,-1,0,-1,-0,-0,-0,0,0,0,0,0,0,-1,2,1,-1,1,-0,-0,1,-1,-0,1,-1,-1,-2,0,-0,0,0,0,0,0,0,1,2,-3,-2,0,-3,-1,-5,-0,0,-6,-0,-0,-2,-0,-0,-0,0,0,-5,0,0,-0,-3,-0,-1,0,0,-2,-1,0,-5,-0,17,-0,-1,-1,0,-1,-2,0,2,-0,-2,0,-0,-0,0,0,-1,-0,-1,-3,-0,16,-0,-0,-1,-0,-1,-4,1,-3,-2,-6,-1,-0,0,-0,0,0,-3,1,-0,-0,0,-0,-0,-0,-1,0,2,1,2,-1,-5,-0,-0,0,1,0,0,-3,1,1,-3,2,1,-0,-0,2,0,-0,-1,4,0,-6,-0,-1,-0,-1,0,1,-1,0,-0,1,-0,-0,0,0,3,1,-0,-1,8,0,-8,8,3,-4,3,-13,1,-2,5,2,1,2,-3,3,-1,1,-1,-1,1,1,-1,-10,0,3,-11,-2,-14,1,2,-3,-4,-0,-1,-0,-0,-3,1,1,1,-2,3,-1,-6,0,3,2,-6,5,-3,1,2,-2,1,3,-2,-1,1,-2,0,-1,1,5,0,-4,-4,2,4,-9,6,-4,-2,-5,-4,3,-1,-1,1,0,-2,4,-2,1,8,-2,-0,-0,-1,2,-3,0,0,-0,1,-8,2,-2,-3,-1,-1
0,-2,5,-3,0,0,0,0,-0,-0,-0,-4,2,-1,-0,-0,0,-0,-0,1,-0,1,0,-0,3,2,-2,0,0,-1,0,-0,1,1,0,0,-0,0,0,0,-0,0,-0,-1,-0,1,0,8,-1,1,-2,1,0,-1,2,-2,0,-1,-0,0,0,0,-0,0,-0,-0,1,-0,4,-2,-3,0,-1,-0,-1,-1,-1,-1,-1,0,-1,0,0,-0,-0,0,-0,-1,-0,1,-0,-1,-1,-1,-3,-3,0,-0,1,2,-0,1,-3,-0,1,-0,0,0,4,-0,6,0,-4,0,-1,-1,-4,3,-0,0,-2,1,-1,1,-1,-1,-0,0,-2,1,-4,-1,6,-5,-0,-1,-1,0,3,-3,3,3,-1,-5,-0,0,-1,0,-0,6,3,-5,2,-7,-0,-0,0,0,-0,1,3,2,1,1,6,0,-0,0,-0,0,0,-0,10,0,12,-1,0,-0,-0,-1,-1,-4,1,-1,2,4,3,-0,0,1,-0,-3,-2,-4,-2,-1,-1,-1,-1,-1,0,-0,-0,-0,-0,-4,-3,-1,-1,-0,-1,7,1,2,-3,1,-1,3,2,4,-1,5,-3,4,-2,8,4,1,1,-6,5,2,-1,-2,-4,1,-0,-0,2,-5,3,-8,-0,1,-2,-5,-1,3,-3,-1,1,2,-2,-1,1,2,2,1,-0,-1,-4,2,0,3,3,3,1,4,0,2,3,-0,0,1,-5,-0,5,1,3,1,0,-0,1,0,1,-0,-3,4,0,-1,-2,-3,0,-2,2,-0,-1,-3,2,2,12,-5,2,-8,-3,-8,3,-5,-4,-1,6,-4,-0,-3,2
-1,2,-12,4,0,0,0,-0,0,-0,-0,4,-3,-1,-0,0,-0,0,-0,-0,-0,-0,-0,0,-1,-6,2,-0,0,-2,-0,-0,6,-1,0,0,-0,-0,-0,1,0,0,-0,-1,0,2,-1,-7,3,4,-2,-0,-1,1,-2,6,-0,1,-0,0,-0,0,0,-1,1,-1,0,1,7,-8,3,0,1,2,0,-2,-0,-6,5,2,2,-1,0,-0,0,0,0,0,-0,-1,-1,0,-0,-1,-9,2,-2,1,-0,-3,-1,2,-2,1,1,-0,1,-1,6,1,-2,0,-6,5,5,0,9,-8,-0,1,1,-1,2,2,-0,-0,0,-1,-0,-4,6,0,15,-12,-2,0,0,0,-3,12,0,-4,-0,1,-0,-0,-0,-0,-0,1,3,1,-6,5,-2,-0,-0,-0,1,-1,2,-6,3,-1,-1,1,0,-0,-1,1,-1,-8,9,-0,0,-0,0,-1,-0,-1,2,-3,-0,-0,0,-2,1,1,-0,-1,2,3,-10,-1,2,1,3,-2,3,0,1,1,-3,-1,7,-6,5,-2,-4,0,-4,2,1,1,-1,1,-2,-5,4,-3,5,1,6,1,3,8,-3,4,-0,-9,1,6,-1,2,-0,-5,1,-1,7,1,7,-2,3,-8,-2,-0,-5,3,1,-4,-2,1,0,-1,3,-1,-3,-1,0,-3,-3,-3,-4,-1,-0,-1,0,-3,-2,4,-1,-1,-1,3,-5,-1,1,-0,2,1,0,-1,-0,0,1,-1,-4,2,-1,-0,6,1,-3,-2,-2,-1,9,-13,4,5,1,11,-4,5,-4,2,-5,5,-4,5,-0,-5,4,0,1
0,-2,0,-2,0,-0,-0,-0,-0,-0,-0,1,-5,-1,-1,-1,-0,-0,-0,-1,-0,0,0,1,-1,0,-1,-0,-0,-2,-4,0,0,2,-0,-0,-0,-0,0,-0,-0,-0,0,1,1,1,-0,1,-3,1,-5,-2,-1,-1,2,-1,1,1,0,0,0,0,0,-0,-0,-0,-1,1,4,-5,6,16,18,13,13,10,7,-1,-3,1,1,1,0,0,0,-0,0,0,1,1,-3,-2,-6,-6,4,-5,-1,-4,-9,-1,0,1,-0,-0,0,1,0,0,5,-6,-3,-0,-3,1,2,-0,-3,3,1,0,3,7,1,-0,0,1,0,1,0,2,-2,1,2,-6,-3,-2,-1,-1,1,-2,0,2,-0,-0,0,0,1,0,0,-1,-9,-8,7,10,-4,-4,-4,-3,-4,-4,1,15,10,-8,-9,-1,0,0,0,-0,-1,-6,4,1,3,2,3,3,2,2,2,2,2,2,-10,-5,5,-2,-0,0,0,-1,5,8,15,8,-1,1,-3,-0,-1,2,5,17,13,4,-1,7,-0,-0,4,-4,1,6,4,9,-0,-1,3,-1,2,-1,1,-1,-1,3,8,0,4,-5,0,5,7,3,-5,-3,0,1,-5,-4,-2,-4,-1,-5,2,1,-1,9,-3,-3,4,0,1,-1,7,8,3,-0,1,8,14,4,16,-0,19,-3,-0,1,-3,0,-9,-7,-5,-1,0,3,-1,-0,-4,-0,-0,0,-0,-0,1,1,3,-3,-3,-6,-0,-0,4,2,-10,-7,-11,-13,-7,-6,-2,-1,-3,0,1,-2,-6,-8,-11,-7,-10,-7,-0,-1,-1
